date,state,fips,cases,deaths
3/15/20,Puerto Rico,72,5,0
3/15/20,Rhode Island,44,20,0
3/15/20,South Carolina,45,28,0
3/15/20,South Dakota,46,9,1
3/15/20,Tennessee,47,39,0
3/15/20,Texas,48,80,0
3/15/20,Utah,49,29,0
3/15/20,Vermont,50,8,0
3/15/20,Virgin Islands,78,1,0
3/15/20,Virginia,51,45,1
3/15/20,Washington,53,675,42
3/15/20,Wisconsin,55,33,0
3/15/20,Wyoming,56,3,0
3/16/20,Alabama,1,29,0
3/16/20,Alaska,2,3,0
3/16/20,Arizona,4,18,0
3/16/20,Arkansas,5,22,0
3/16/20,California,6,588,11
3/16/20,Colorado,8,161,2
3/16/20,Connecticut,9,41,0
3/16/20,Delaware,10,8,0
3/16/20,District of Columbia,11,22,0
3/16/20,Florida,12,141,4
3/16/20,Georgia,13,118,1
3/16/20,Guam,66,3,0
3/16/20,Hawaii,15,10,0
3/16/20,Idaho,16,5,0
3/16/20,Illinois,17,104,0
3/16/20,Indiana,18,24,1
3/16/20,Iowa,19,22,0
3/16/20,Kansas,20,11,1
3/16/20,Kentucky,21,22,1
3/16/20,Louisiana,22,137,3
3/16/20,Maine,23,17,0
3/16/20,Maryland,24,39,0
3/16/20,Massachusetts,25,197,0
3/16/20,Michigan,26,54,0
3/16/20,Minnesota,27,54,0
3/16/20,Mississippi,28,12,0
3/16/20,Missouri,29,9,0
3/16/20,Montana,30,8,0
3/16/20,Nebraska,31,33,0
3/16/20,Nevada,32,45,1
3/16/20,New Hampshire,33,17,0
3/16/20,New Jersey,34,176,3
3/16/20,New Mexico,35,21,0
3/16/20,New York,36,950,10
3/16/20,North Carolina,37,34,0
3/16/20,North Dakota,38,1,0
3/16/20,Ohio,39,50,0
3/16/20,Oklahoma,40,10,0
3/16/20,Oregon,41,46,1
3/16/20,Pennsylvania,42,81,0
3/16/20,Puerto Rico,72,5,0
3/16/20,Rhode Island,44,21,0
3/16/20,South Carolina,45,33,1
3/16/20,South Dakota,46,10,1
3/16/20,Tennessee,47,52,0
3/16/20,Texas,48,87,1
3/16/20,Utah,49,40,0
3/16/20,Vermont,50,12,0
3/16/20,Virgin Islands,78,2,0
3/16/20,Virginia,51,51,1
3/16/20,Washington,53,794,48
3/16/20,Wisconsin,55,47,0
3/16/20,Wyoming,56,10,0
3/17/20,Alabama,1,39,0
3/17/20,Alaska,2,6,0
3/17/20,Arizona,4,20,0
3/17/20,Arkansas,5,22,0
3/17/20,California,6,732,14
3/17/20,Colorado,8,183,3
3/17/20,Connecticut,9,68,0
3/17/20,Delaware,10,16,0
3/17/20,District of Columbia,11,31,0
3/17/20,Florida,12,210,6
3/17/20,Georgia,13,142,1
3/17/20,Guam,66,3,0
3/17/20,Hawaii,15,14,0
3/17/20,Idaho,16,9,0
3/17/20,Illinois,17,159,1
3/17/20,Indiana,18,30,2
3/17/20,Iowa,19,29,0
3/17/20,Kansas,20,17,1
3/17/20,Kentucky,21,26,1
3/17/20,Louisiana,22,196,5
3/17/20,Maine,23,32,0
3/17/20,Maryland,24,57,0
3/17/20,Massachusetts,25,218,0
3/17/20,Michigan,26,65,0
3/17/20,Minnesota,27,60,0
3/17/20,Mississippi,28,21,0
3/17/20,Missouri,29,16,0
3/17/20,Montana,30,8,0
3/17/20,Nebraska,31,36,0
3/17/20,Nevada,32,55,1
3/17/20,New Hampshire,33,26,0
3/17/20,New Jersey,34,268,3
3/17/20,New Mexico,35,23,0
3/17/20,New York,36,1375,18
3/17/20,North Carolina,37,42,0
3/17/20,North Dakota,38,5,0
3/17/20,Ohio,39,67,0
3/17/20,Oklahoma,40,18,0
3/17/20,Oregon,41,66,2
3/17/20,Pennsylvania,42,101,0
3/17/20,Puerto Rico,72,5,0
3/17/20,Rhode Island,44,23,0
3/17/20,South Carolina,45,47,1
3/17/20,South Dakota,46,11,1
3/17/20,Tennessee,47,73,0
3/17/20,Texas,48,106,1
3/17/20,Utah,49,51,0
3/17/20,Vermont,50,14,0
3/17/20,Virgin Islands,78,2,0
3/17/20,Virginia,51,67,2
3/17/20,Washington,53,908,54
3/17/20,West Virginia,54,1,0
3/17/20,Wisconsin,55,72,0
3/17/20,Wyoming,56,15,0
3/18/20,Alabama,1,51,0
3/18/20,Alaska,2,9,0
3/18/20,Arizona,4,28,0
3/18/20,Arkansas,5,33,0
3/18/20,California,6,893,17
3/18/20,Colorado,8,216,3
3/18/20,Connecticut,9,96,1
3/18/20,Delaware,10,26,0
3/18/20,District of Columbia,11,36,0
3/18/20,Florida,12,326,7
3/18/20,Georgia,13,193,3
3/18/20,Guam,66,8,0
3/18/20,Hawaii,15,16,0
3/18/20,Idaho,16,11,0
3/18/20,Illinois,17,286,1
3/18/20,Indiana,18,39,2
3/18/20,Iowa,19,38,0
3/18/20,Kansas,20,22,1
3/18/20,Kentucky,21,35,1
3/18/20,Louisiana,22,280,7
3/18/20,Maine,23,43,0
3/18/20,Maryland,24,85,1
3/18/20,Massachusetts,25,256,0
3/18/20,Michigan,26,80,1
3/18/20,Minnesota,27,77,0
3/18/20,Mississippi,28,34,0
3/18/20,Missouri,29,21,1
3/18/20,Montana,30,12,0
3/18/20,Nebraska,31,43,0
3/18/20,Nevada,32,82,1
3/18/20,New Hampshire,33,39,0
3/18/20,New Jersey,34,427,5
3/18/20,New Mexico,35,28,0
3/18/20,New York,36,2387,32
3/18/20,North Carolina,37,66,0
3/18/20,North Dakota,38,7,0
3/18/20,Ohio,39,90,0
3/18/20,Oklahoma,40,29,0
3/18/20,Oregon,41,74,3
3/18/20,Pennsylvania,42,139,1
3/18/20,Puerto Rico,72,5,0
3/18/20,Rhode Island,44,33,0
3/18/20,South Carolina,45,60,1
3/18/20,South Dakota,46,11,1
3/18/20,Tennessee,47,98,0
3/18/20,Texas,48,166,2
3/18/20,Utah,49,65,0
3/18/20,Vermont,50,19,0
3/18/20,Virgin Islands,78,3,0
3/18/20,Virginia,51,78,2
3/18/20,Washington,53,1026,68
3/18/20,West Virginia,54,2,0
3/18/20,Wisconsin,55,106,0
3/18/20,Wyoming,56,17,0
3/19/20,Alabama,1,78,0
3/19/20,Alaska,2,12,0
3/19/20,Arizona,4,47,0
3/19/20,Arkansas,5,62,0
3/19/20,California,6,1067,19
3/19/20,Colorado,8,278,5
3/19/20,Connecticut,9,159,4
3/19/20,Delaware,10,30,0
3/19/20,District of Columbia,11,39,0
3/19/20,Florida,12,434,8
3/19/20,Georgia,13,282,10
3/19/20,Guam,66,12,0
3/19/20,Hawaii,15,26,0
3/19/20,Idaho,16,23,0
3/19/20,Illinois,17,420,4
3/19/20,Indiana,18,56,2
3/19/20,Iowa,19,44,0
3/19/20,Kansas,20,35,1
3/19/20,Kentucky,21,47,2
3/19/20,Louisiana,22,392,10
3/19/20,Maine,23,52,0
3/19/20,Maryland,24,108,1
3/19/20,Massachusetts,25,328,0
3/19/20,Michigan,26,334,3
3/19/20,Minnesota,27,89,0
3/19/20,Mississippi,28,50,1
3/19/20,Missouri,29,35,1
3/19/20,Montana,30,19,0
3/19/20,Nebraska,31,47,0
3/19/20,Nevada,32,99,1
3/19/20,New Hampshire,33,44,0
3/19/20,New Jersey,34,735,9
3/19/20,New Mexico,35,35,0
3/19/20,New York,36,4161,39
3/19/20,North Carolina,37,104,0
3/19/20,North Dakota,38,19,0
3/19/20,Ohio,39,120,0
3/19/20,Oklahoma,40,44,1
3/19/20,Oregon,41,87,3
3/19/20,Pennsylvania,42,187,1
3/19/20,Puerto Rico,72,6,0
3/19/20,Rhode Island,44,44,0
3/19/20,South Carolina,45,81,1
3/19/20,South Dakota,46,14,1
3/19/20,Tennessee,47,155,0
3/19/20,Texas,48,248,4
3/19/20,Utah,49,80,0
3/19/20,Vermont,50,22,2
3/19/20,Virgin Islands,78,3,0
3/19/20,Virginia,51,94,2
3/19/20,Washington,53,1228,75
3/19/20,West Virginia,54,5,0
3/19/20,Wisconsin,55,155,2
3/19/20,Wyoming,56,18,0
3/20/20,Alabama,1,106,0
3/20/20,Alaska,2,14,0
3/20/20,Arizona,4,70,1
3/20/20,Arkansas,5,100,0
3/20/20,California,6,1283,24
3/20/20,Colorado,8,364,5
3/20/20,Connecticut,9,194,4
3/20/20,Delaware,10,39,0
3/20/20,District of Columbia,11,71,0
3/20/20,Florida,12,564,9
3/20/20,Georgia,13,482,14
3/20/20,Guam,66,14,0
3/20/20,Hawaii,15,37,0
3/20/20,Idaho,16,31,0
3/20/20,Illinois,17,583,5
3/20/20,Indiana,18,79,3
3/20/20,Iowa,19,45,0
3/20/20,Kansas,20,49,1
3/20/20,Kentucky,21,63,2
3/20/20,Louisiana,22,537,10
3/20/20,Maine,23,57,0
3/20/20,Maryland,24,150,2
3/20/20,Massachusetts,25,413,1
3/20/20,Michigan,26,548,4
3/20/20,Minnesota,27,115,0
3/20/20,Mississippi,28,80,1
3/20/20,Missouri,29,73,3
3/20/20,Montana,30,19,0
3/20/20,Nebraska,31,53,0
3/20/20,Nevada,32,165,2
3/20/20,New Hampshire,33,55,0
3/20/20,New Jersey,34,896,11
3/20/20,New Mexico,35,43,0
3/20/20,New York,36,7113,68
3/20/20,North Carolina,37,144,0
3/20/20,North Dakota,38,27,0
3/20/20,Ohio,39,169,1
3/20/20,Oklahoma,40,49,1
3/20/20,Oregon,41,114,3
3/20/20,Pennsylvania,42,269,1
3/20/20,Puerto Rico,72,14,0
3/20/20,Rhode Island,44,44,0
3/20/20,South Carolina,45,126,3
3/20/20,South Dakota,46,14,1
3/20/20,Tennessee,47,237,0
3/20/20,Texas,48,377,5
3/20/20,Utah,49,112,0
3/20/20,Vermont,50,29,2
3/20/20,Virgin Islands,78,6,0
3/20/20,Virginia,51,115,2
3/20/20,Washington,53,1404,83
3/20/20,West Virginia,54,8,0
3/20/20,Wisconsin,55,216,3
3/20/20,Wyoming,56,22,0
3/21/20,Alabama,1,131,0
3/21/20,Alaska,2,21,0
3/21/20,Arizona,4,104,1
3/21/20,Arkansas,5,118,0
3/21/20,California,6,1544,28
3/21/20,Colorado,8,475,6
3/21/20,Connecticut,9,223,5
3/21/20,Delaware,10,45,0
3/21/20,District of Columbia,11,77,1
3/21/20,Florida,12,764,11
3/21/20,Georgia,13,552,20
3/21/20,Guam,66,15,0
3/21/20,Hawaii,15,48,0
3/21/20,Idaho,16,42,0
3/21/20,Illinois,17,751,6
3/21/20,Indiana,18,126,4
3/21/20,Iowa,19,68,0
3/21/20,Kansas,20,57,2
3/21/20,Kentucky,21,84,3
3/21/20,Louisiana,22,763,16
3/21/20,Maine,23,70,0
3/21/20,Maryland,24,195,3
3/21/20,Massachusetts,25,525,2
3/21/20,Michigan,26,787,6
3/21/20,Minnesota,27,138,1
3/21/20,Mississippi,28,140,1
3/21/20,Missouri,29,93,3
3/21/20,Montana,30,29,0
3/21/20,Nebraska,31,61,0
3/21/20,Nevada,32,165,2
3/21/20,New Hampshire,33,65,0
3/21/20,New Jersey,34,1336,16
3/21/20,New Mexico,35,57,0
3/21/20,New York,36,10371,95
3/21/20,North Carolina,37,184,0
3/21/20,North Dakota,38,28,0
3/21/20,Ohio,39,247,3
3/21/20,Oklahoma,40,53,1
3/21/20,Oregon,41,137,4
3/21/20,Pennsylvania,42,388,2
3/21/20,Puerto Rico,72,21,1
3/21/20,Rhode Island,44,66,0
3/21/20,South Carolina,45,172,3
3/21/20,South Dakota,46,14,1
3/21/20,Tennessee,47,312,2
3/21/20,Texas,48,547,5
3/21/20,Utah,49,138,0
3/21/20,Vermont,50,49,2
3/21/20,Virgin Islands,78,6,0
3/21/20,Virginia,51,152,3
3/21/20,Washington,53,1655,95
3/21/20,West Virginia,54,12,0
3/21/20,Wisconsin,55,281,4
3/21/20,Wyoming,56,24,0
3/22/20,Alabama,1,157,0
3/22/20,Alaska,2,22,0
3/22/20,Arizona,4,153,2
3/22/20,Arkansas,5,165,0
3/22/20,California,6,1851,35
3/22/20,Colorado,8,591,7
3/22/20,Connecticut,9,327,8
3/22/20,Delaware,10,56,0
3/22/20,District of Columbia,11,98,1
3/22/20,Florida,12,1000,13
3/22/20,Georgia,13,620,25
3/22/20,Guam,66,27,1
3/22/20,Hawaii,15,56,0
3/22/20,Idaho,16,47,0
3/22/20,Illinois,17,1047,9
3/22/20,Indiana,18,201,6
3/22/20,Iowa,19,90,0
3/22/20,Kansas,20,66,2
3/22/20,Kentucky,21,103,3
3/22/20,Louisiana,22,837,20
3/22/20,Maine,23,89,0
3/22/20,Maryland,24,245,3
3/22/20,Massachusetts,25,646,5
3/22/20,Michigan,26,1033,9
3/22/20,Minnesota,27,171,1
3/22/20,Mississippi,28,207,1
3/22/20,Missouri,29,130,3
3/22/20,Montana,30,34,0
3/22/20,Nebraska,31,62,0
3/22/20,Nevada,32,190,2
3/22/20,New Hampshire,33,78,0
3/22/20,New Jersey,34,1914,20
3/22/20,New Mexico,35,65,0
3/22/20,New York,36,15188,142
3/22/20,North Carolina,37,269,0
3/22/20,North Dakota,38,30,0
3/22/20,Ohio,39,351,3
3/22/20,Oklahoma,40,67,2
3/22/20,Oregon,41,161,5
3/22/20,Pennsylvania,42,504,3
3/22/20,Puerto Rico,72,23,1
3/22/20,Rhode Island,44,83,0
3/22/20,South Carolina,45,194,3
3/22/20,South Dakota,46,21,1
3/22/20,Tennessee,47,424,2
3/22/20,Texas,48,632,7
3/22/20,Utah,49,182,1
3/22/20,Vermont,50,52,2
3/22/20,Virgin Islands,78,17,0
3/22/20,Virginia,51,219,6
3/22/20,Washington,53,1844,97
3/22/20,West Virginia,54,16,0
3/22/20,Wisconsin,55,382,4
3/22/20,Wyoming,56,26,0
3/23/20,Alabama,1,196,0
3/23/20,Alaska,2,36,0
3/23/20,Arizona,4,234,2
3/23/20,Arkansas,5,201,0
3/23/20,California,6,2240,39
3/23/20,Colorado,8,721,10
3/23/20,Connecticut,9,415,10
3/23/20,Delaware,10,87,0
3/23/20,District of Columbia,11,116,2
3/23/20,Florida,12,1222,18
3/23/20,Georgia,13,800,25
3/23/20,Guam,66,29,1
3/23/20,Hawaii,15,77,0
3/23/20,Idaho,16,50,0
3/23/20,Illinois,17,1285,12
3/23/20,Indiana,18,259,7
3/23/20,Iowa,19,105,0
3/23/20,Kansas,20,82,2
3/23/20,Kentucky,21,124,3
3/23/20,Louisiana,22,1172,34
3/23/20,Maine,23,107,0
3/23/20,Maryland,24,290,3
3/23/20,Massachusetts,25,777,9
3/23/20,Michigan,26,1324,16
3/23/20,Minnesota,27,235,1
3/23/20,Mississippi,28,249,1
3/23/20,Missouri,29,183,4
3/23/20,Montana,30,45,0
3/23/20,Nebraska,31,73,0
3/23/20,Nevada,32,265,4
3/23/20,New Hampshire,33,101,1
3/23/20,New Jersey,34,2844,27
3/23/20,New Mexico,35,83,0
3/23/20,New York,36,20899,183
3/23/20,North Carolina,37,302,0
3/23/20,North Dakota,38,32,0
3/23/20,Ohio,39,444,6
3/23/20,Oklahoma,40,81,2
3/23/20,Oregon,41,191,5
3/23/20,Pennsylvania,42,644,6
3/23/20,Puerto Rico,72,31,2
3/23/20,Rhode Island,44,106,0
3/23/20,South Carolina,45,299,5
3/23/20,South Dakota,46,28,1
3/23/20,Tennessee,47,522,2
3/23/20,Texas,48,728,7
3/23/20,Utah,49,257,1
3/23/20,Vermont,50,75,2
3/23/20,Virgin Islands,78,17,0
3/23/20,Virginia,51,254,6
3/23/20,Washington,53,2101,110
3/23/20,West Virginia,54,16,0
3/23/20,Wisconsin,55,418,5
3/23/20,Wyoming,56,28,0
3/24/20,Alabama,1,242,0
3/24/20,Alaska,2,42,0
3/24/20,Arizona,4,326,6
3/24/20,Arkansas,5,231,2
3/24/20,California,6,2644,52
3/24/20,Colorado,8,912,11
3/24/20,Connecticut,9,618,12
3/24/20,Delaware,10,104,0
3/24/20,District of Columbia,11,137,2
3/24/20,Florida,12,1467,19
3/24/20,Georgia,13,1095,38
3/24/20,Guam,66,32,1
3/24/20,Hawaii,15,90,0
3/24/20,Idaho,16,73,0
3/24/20,Illinois,17,1535,16
3/24/20,Indiana,18,366,12
3/24/20,Iowa,19,124,1
3/24/20,Kansas,20,99,3
3/24/20,Kentucky,21,157,3
3/24/20,Louisiana,22,1388,46
3/24/20,Maine,23,118,0
3/24/20,Maryland,24,349,4
3/24/20,Massachusetts,25,1159,11
3/24/20,Michigan,26,1791,24
3/24/20,Minnesota,27,262,1
3/24/20,Mississippi,28,320,1
3/24/20,Missouri,29,255,5
3/24/20,Montana,30,51,0
3/24/20,Nebraska,31,77,0
3/24/20,Nevada,32,315,6
3/24/20,New Hampshire,33,108,1
3/24/20,New Jersey,34,3675,44
3/24/20,New Mexico,35,100,0
3/24/20,New York,36,25703,256
3/24/20,North Carolina,37,397,0
3/24/20,North Dakota,38,36,0
3/24/20,Ohio,39,564,8
3/24/20,Oklahoma,40,106,3
3/24/20,Oregon,41,209,8
3/24/20,Pennsylvania,42,851,7
3/24/20,Puerto Rico,72,39,2
3/24/20,Rhode Island,44,124,0
3/24/20,South Carolina,45,342,7
3/24/20,South Dakota,46,30,1
3/24/20,Tennessee,47,678,2
3/24/20,Texas,48,857,11
3/24/20,Utah,49,298,1
3/24/20,Vermont,50,95,7
3/24/20,Virgin Islands,78,17,0
3/24/20,Virginia,51,290,7
3/24/20,Washington,53,2469,123
3/24/20,West Virginia,54,39,0
3/24/20,Wisconsin,55,481,5
3/24/20,Wyoming,56,37,0
3/25/20,Alabama,1,386,1
3/25/20,Alaska,2,59,0
3/25/20,Arizona,4,402,6
3/25/20,Arkansas,5,307,2
3/25/20,California,6,3183,67
3/25/20,Colorado,8,1086,19
3/25/20,Connecticut,9,875,19
3/25/20,Delaware,10,119,0
3/25/20,District of Columbia,11,183,2
3/25/20,Florida,12,1965,23
3/25/20,Georgia,13,1385,47
3/25/20,Guam,66,32,1
3/25/20,Hawaii,15,95,0
3/25/20,Idaho,16,123,0
3/25/20,Illinois,17,1874,21
3/25/20,Indiana,18,479,14
3/25/20,Iowa,19,145,1
3/25/20,Kansas,20,132,3
3/25/20,Kentucky,21,198,5
3/25/20,Louisiana,22,1795,65
3/25/20,Maine,23,142,0
3/25/20,Maryland,24,423,4
3/25/20,Massachusetts,25,1838,15
3/25/20,Michigan,26,2293,43
3/25/20,Minnesota,27,287,1
3/25/20,Mississippi,28,376,5
3/25/20,Missouri,29,377,8
3/25/20,Montana,30,65,0
3/25/20,Nebraska,31,84,0
3/25/20,Nevada,32,405,10
3/25/20,New Hampshire,33,137,1
3/25/20,New Jersey,34,4402,62
3/25/20,New Mexico,35,112,1
3/25/20,New York,36,33116,375
3/25/20,North Carolina,37,561,1
3/25/20,North Dakota,38,45,0
3/25/20,Ohio,39,706,11
3/25/20,Oklahoma,40,164,5
3/25/20,Oregon,41,266,10
3/25/20,Pennsylvania,42,1151,11
3/25/20,Puerto Rico,72,51,2
3/25/20,Rhode Island,44,132,0
3/25/20,South Carolina,45,424,7
3/25/20,South Dakota,46,41,1
3/25/20,Tennessee,47,806,3
3/25/20,Texas,48,1119,12
3/25/20,Utah,49,346,1
3/25/20,Vermont,50,123,8
3/25/20,Virgin Islands,78,17,0
3/25/20,Virginia,51,390,9
3/25/20,Washington,53,2585,130
3/25/20,West Virginia,54,51,0
3/25/20,Wisconsin,55,623,7
3/25/20,Wyoming,56,49,0
3/26/20,Alabama,1,538,3
3/26/20,Alaska,2,69,0
3/26/20,Arizona,4,508,8
3/26/20,Arkansas,5,350,3
3/26/20,California,6,4060,82
3/26/20,Colorado,8,1432,24
3/26/20,Connecticut,9,1012,21
3/26/20,Delaware,10,143,1
3/26/20,District of Columbia,11,231,3
3/26/20,Florida,12,2477,29
3/26/20,Georgia,13,1641,56
3/26/20,Guam,66,49,1
3/26/20,Hawaii,15,106,0
3/26/20,Idaho,16,189,3
3/26/20,Illinois,17,2538,26
3/26/20,Indiana,18,656,18
3/26/20,Iowa,19,179,1
3/26/20,Kansas,20,171,3
3/26/20,Kentucky,21,248,5
3/26/20,Louisiana,22,2305,83
3/26/20,Maine,23,155,0
3/26/20,Maryland,24,581,4
3/26/20,Massachusetts,25,2417,25
3/26/20,Michigan,26,2877,63
3/26/20,Minnesota,27,346,2
3/26/20,Mississippi,28,486,6
3/26/20,Missouri,29,507,8
3/26/20,Montana,30,90,0
3/26/20,Nebraska,31,91,0
3/26/20,Nevada,32,535,10
3/26/20,New Hampshire,33,158,1
3/26/20,New Jersey,34,6876,81
3/26/20,New Mexico,35,136,1
3/26/20,New York,36,39057,502
3/26/20,North Carolina,37,637,2
3/26/20,North Dakota,38,58,0
3/26/20,Ohio,39,867,15
3/26/20,Oklahoma,40,248,7
3/26/20,Oregon,41,316,11
3/26/20,Pennsylvania,42,1690,16
3/26/20,Puerto Rico,72,64,2
3/26/20,Rhode Island,44,165,0
3/26/20,South Carolina,45,456,9
3/26/20,South Dakota,46,46,1
3/26/20,Tennessee,47,981,3
3/26/20,Texas,48,1542,21
3/26/20,Utah,49,402,1
3/26/20,Vermont,50,158,9
3/26/20,Virgin Islands,78,17,0
3/26/20,Virginia,51,603,14
3/26/20,Washington,53,3208,151
3/26/20,West Virginia,54,76,0
3/26/20,Wisconsin,55,754,10
3/26/20,Wyoming,56,56,0
3/27/20,Alabama,1,639,4
3/27/20,Alaska,2,85,1
3/27/20,Arizona,4,665,15
3/27/20,Arkansas,5,385,3
3/27/20,California,6,4914,102
3/27/20,Colorado,8,1735,31
3/27/20,Connecticut,9,1291,27
3/27/20,Delaware,10,165,2
3/27/20,District of Columbia,11,267,3
3/27/20,Florida,12,3198,46
3/27/20,Georgia,13,2198,64
3/27/20,Guam,66,53,1
3/27/20,Hawaii,15,120,0
3/27/20,Idaho,16,231,4
3/27/20,Illinois,17,3029,37
3/27/20,Indiana,18,982,26
3/27/20,Iowa,19,235,3
3/27/20,Kansas,20,212,4
3/27/20,Kentucky,21,302,8
3/27/20,Louisiana,22,2746,119
3/27/20,Maine,23,168,1
3/27/20,Maryland,24,775,5
3/27/20,Massachusetts,25,3240,35
3/27/20,Michigan,26,3655,93
3/27/20,Minnesota,27,398,4
3/27/20,Mississippi,28,579,8
3/27/20,Missouri,29,670,9
3/27/20,Montana,30,121,1
3/27/20,Nebraska,31,99,2
3/27/20,Nevada,32,621,10
3/27/20,New Hampshire,33,187,2
3/27/20,New Jersey,34,8825,108
3/27/20,New Mexico,35,191,1
3/27/20,New York,36,44745,645
3/27/20,North Carolina,37,782,3
3/27/20,North Dakota,38,68,1
3/27/20,Ohio,39,1144,22
3/27/20,Oklahoma,40,322,8
3/27/20,Oregon,41,414,12
3/27/20,Pennsylvania,42,2217,23
3/27/20,Puerto Rico,72,79,3
3/27/20,Rhode Island,44,203,0
3/27/20,South Carolina,45,539,13
3/27/20,South Dakota,46,58,1
3/27/20,Tennessee,47,1180,6
3/27/20,Texas,48,1940,23
3/27/20,Utah,49,480,2
3/27/20,Vermont,50,184,10
3/27/20,Virgin Islands,78,19,0
3/27/20,Virginia,51,605,14
3/27/20,Washington,53,3770,177
3/27/20,West Virginia,54,96,0
3/27/20,Wisconsin,55,930,16
3/27/20,Wyoming,56,73,0
3/28/20,Alabama,1,720,4
3/28/20,Alaska,2,102,1
3/28/20,Arizona,4,773,15
3/28/20,Arkansas,5,409,5
3/28/20,California,6,5565,121
3/28/20,Colorado,8,2061,44
3/28/20,Connecticut,9,1524,33
3/28/20,Delaware,10,214,5
3/28/20,District of Columbia,11,304,4
3/28/20,Florida,12,4038,56
3/28/20,Georgia,13,2447,79
3/28/20,Guam,66,57,1
3/28/20,Hawaii,15,151,0
3/28/20,Idaho,16,261,5
3/28/20,Illinois,17,3547,50
3/28/20,Indiana,18,1232,31
3/28/20,Iowa,19,298,3
3/28/20,Kansas,20,271,6
3/28/20,Kentucky,21,394,9
3/28/20,Louisiana,22,3315,137
3/28/20,Maine,23,211,1
